Jogo;Dia;Hora;Prova;SÉrie;Equipas;Pavilhão;1º Árbitro;2º Árbitro;JL;JL2
2108;06/05/2023;20:30;NSFII;U;CFBELEN - STTIRSO;PAV. ACÁCIO ROSA;MARIA FERREIRA;JORGE REIS;;
2382;06/05/2023;17:00;CNMINI;C;SLB - SCP;ESC. GENERAL HUMBERTO DELGADO;MARIANA CASTRO;;;
2062;06/05/2023;19:00;TAP SENIIIF;1ª FASE;FCA - AMN;ESC. SEC. BRAAMCAAMP FREIRE;MICHELLE FERREIRA;;;
1893;06/05/2023;17:00;CNJUVF;D;MT - LVC;ESC. SEC. MADEIRA TORRES;PAULO DUQUE;;;
1892;06/05/2023;15:00;CNJUVF;D;SV - MVC;ALTO DOS MOINHOS - TERRUGEM;PEDRO MOUTA;;;
1972;06/05/2023;10:00;TAP INIC F;2ªFASE;CFB B - CRP;PAV. MESQUITA DE LISBOA;RODRIGO ANDRADE;;;
1971;06/05/2023;12:00;TAP INIC F;2ªFASE;CFB A - SV;PAV. MESQUITA DE LISBOA;RODRIGO ANDRADE;;;
1338;06/05/2023;15:00;TAP JUNIOR;A;CFB - AMN;PAV. MESQUITA DE LISBOA;RUI CASTANHEIRA;;;
2177;06/05/2023;17:00;CNMCAD;C;VCS - SLB;PAV. MUN. ARANGUÊS;SANDRA BENTES;;;
2877;06/05/2023;21:30;NSMI;#12V.TF;SCPORT. - ESMO GC;PAV. JOÃO ROCHA - LISBOA;SOFIA COSTA;SERGIO PEREIRA;CATARINA RODRIGUES;HUGO CRUZ;
2843;06/05/2023;17:30;NSMI;#3;SLBENFI - AJFB;PAV. Nº2 - ESTÁDIO SLB;VITOR GONÇALVES;JOSÉ CARAMEZ;NICOLE SOUSA;HUGO CRUZ;
2487;07/05/2023;16:00;CNFINI;C;EP - CSJB;COL. AMOR DE DEUS;AFONSO GONÇALVES;;;
2630;07/05/2023;15:00;CNFINF;D;SCP - LOUSÃ_VC;MULTIDESPORTIVO SCP;ANDRÉ CARVALHO;;;
2687;07/05/2023;17:00;CNMINF;C;SCP - SOM;MULTIDESPORTIVO SCP;ANDRÉ CARVALHO;;;
2887;07/05/2023;12:00;NSFIII;T.FPV;OEIRAS - MARINHE;EB. SOPHIA MELLO BREYNER;ANDRÉ CORREIA;CARLOS SILVA;;
2056;07/05/2023;16:00;TAP SENIIIF;1ª FASE;EFL . CVL;ESC. FILIPA LENCASTRE;ANDRÉ CORREIA;;;
1992;07/05/2023;15:00;CNJUVM;D ;AVA - SCC;COL. ATLÂNTICO;CARLOTA BRAGA;;;
2314;07/05/2023;19:00;CNFCAD;D;CFB - CRP;PAV. ACÁCIO ROSA;CAROLINA TAVARES;;;
1438;07/05/2023;10:00;TAP JUV F;;CPA - AVP;COL. PEDRO ARRUPE;CATARINA PEREIRA;;;
2113;07/05/2023;16:00;NSFII;U;CNGINAS - STTIRSO;COMPLEXO CNG;DANIEL FERNANDES;CARLOS SILVA;;
2507;07/05/2023;18:00;CNFINI;D;CNG - CVO;COMPLEXO CNG;DANIEL FERNANDES;;;
1714;07/05/2023;11:00;TAP CAD F;2ªFASE;GDSC - CNG;PAV. GUILHERME PINTO BASTO;GABRIELA RODRIGUES;;;
1423;07/05/2023;15:30;TAP JUV F;;CVO - ADM A;PAV. MUN. SÃO JULIÃO DA BARRA;HUGO CRUZ;;;
2810;07/05/2023;17:30;CNMJUNB1;SU;CVO - AMARES;PAV. MUN. SÃO JULIÃO DA BARRA;HUGO CRUZ;;;
1991;07/05/2023;15:00;CNJUVM;D ;CVL - MTBA;ESC. SEC. CAMILO CASTELO BRANCO;ION ANDRUSENCO;;;
1361;07/05/2023;18:00;TAP JUNIOR;B;CVL - SCT;ESC. SEC. CAMILO CASTELO BRANCO;ION ANDRUSENCO;;;
2878;07/05/2023;16:00;NSMI;#12V.TF;SCPORT. - ESMO GC;PAV. JOÃO ROCHA - LISBOA;JOSÉ CARAMEZ;SANDRA DEVEZA;SAMUEL PATRÃO;NICOLE SOUSA;
2610;07/05/2023;17:00;CNFINF;C;LVC - SOM;PAV. PROF. TEOTÓNIO LIMA;MARIA FERREIRA;;;
1927;07/05/2023;11:00;TAP INIC F;2ªFASE;SL - LV A;SALESIANOS DE LISBOA;MARTA PAULA;;;
2111;07/05/2023;15:00;NSFII;U;CRPIEDE - SMAMEDE;PAV. CR PIEDENSE;MICHELLE FERREIRA;JORGE REIS;;
1453;07/05/2023;15:00;TAP JUV F;;MT - FCA ;ESC. SEC. MADEIRA TORRES;NICOLE SOUSA;;;
2609;07/05/2023;17:00;CNFINF;C;MT - CPA;ESC. SEC. MADEIRA TORRES;NICOLE SOUSA;;;
1339;07/05/2023;17:00;TAP JUNIOR;A;MTBA - FCA A;PAV. MTBA;PEDRO MOUTA;;;
1440;07/05/2023;17:00;TAP JUV F;;GCP - AMN;LICEU PEDRO NUNES;RODRIGO ANDRADE;;;
1852;07/05/2023;09:30;TAP INF F;2ªFASE;FCA B - CVL;EB2/3 MOINHOS DA ARROJA;RUI CASTANHEIRA;;;
1827;07/05/2023;11:30;TAP INF F;2ªFASE;FCA A - CSJB A;EB2/3 MOINHOS DA ARROJA;RUI CASTANHEIRA;;;
2061;07/05/2023;15:00;TAP SENIIIF;1ª FASE;VCS - GDSC;PAV. MUN. ARANGUEZ;SAMUEL PATRÃO;;;
2488;07/05/2023;16:00;CNFINI;C;SLB - CRP;ESC. GENERAL HUMBERTO DELGADO;SANDRA BENTES;;;
2688;07/05/2023;19:00;CNMINF;C;GBV - CVO;ESC. SEC. GAMA BARROS;SANDRA BENTES;;;
2114;07/05/2023;15:00;NSFII;U;LUSOFVC - VIAN VC;PAV. PROF. TEOTÓNIO LIMA;SERGIO PEREIRA;MARIA FERREIRA;;
1941;12/05/2023;20:30;TAP INIC F;2ªFASE;CP_ARRUPE - FAMÕES_CA A;COL. PEDRO ARRUPE;PEDRO MOUTA;;;
2767;13/05/2023;17:00;CNFJUNB1;SU;LOBATOS_V - BOAVISTA_FC;ESC. ANTONIO AUGUSTO LOURO;ALEXANDRE RIBEIRO;;;
1723;13/05/2023;15:00;TAP CAD F;2ªFASE;LOBATOS_V - SC_TORRES;ESC. ANTÓNIO AUGUSTO LOURO;ALEXANDRE RIBEIRO;;;
2690;13/05/2023;17:00;CNMINF;C;SL_BENFICA - SPORTING_CP;EST. UNIVERSITÁRIO - PAV 1;ANDRÉ CARVALHO;;;
2198;13/05/2023;15:00;CNMCAD;D;GAMA_BV - CV_OEIRAS;ES. GAMA BARROS - CACÉM;ANDRÉ CORREIA;;;
2510;13/05/2023;15:00;CNFINI;D;CV_OEIRAS - LUSÓFONA_VC;PAV. MUN. SÃO JULIÃO DA BARRA;CARLOS SILVA;;;
2632;13/05/2023;17:00;CNFINF;D;CV_OEIRAS - SL_BENFICA;PAV. MUN. SÃO JULIÃO DA BARRA;CARLOS SILVA;;;
2317;13/05/2023;15:00;CNFCAD;D;CR_PIEDENSE - UR_MIRENSE;PAV. CR PIEDENSE;CARLOTA BRAGA;;;
2489;13/05/2023;09:00;CNFINI;C;CF_BELENENSES - ESTORIL_P;PAV. ACÁCIO ROSA - RESTELO;CATARINA PEREIRA;;;
1428;13/05/2023;11:00;TAP JUV F;2ªFASE;CF_BELENENSES - GD_SESIMBRA;PAV. ACÁCIO ROSA - RESTELO;CATARINA PEREIRA;;;
1443;13/05/2023;15:00;TAP JUV F;2ªFASE;AM_NOGUEIRA  AD_MARISTA B;ESC. SEC. DANIEL SAMPAIO;CATARINA RODRIGUES;;;
2063;13/05/2023;17:00;TAP SENIIIF;1ª FASE;AM_NOGUEIRA - GDS_CASCAIS;ESC. SEC. DANIEL SAMPAIO;CATARINA RODRIGUES;;;
2075;13/05/2023;12:00;TAP SENIIIM;1ª FASE;GD_SESIMBRA - FAMÕES_CA;PAV. MUNICIPAL DE SAMPAIO;DANIEL FERNANDES;;;
2197;13/05/2023;15:00;CNMCAD;D;AV_ATÂNTICO - SC_TORRES;COL. ATLÂNTICO;GONÇALO MONTEIRO;;;
1733;13/05/2023;17:00;TAP CAD F;2ªFASE;ODIVELAS_SC - AM_NOGUEIRA;ESC. SEC. BRAAMCAAMP FREIRE;ION ANDRUSENCO;;;
1450;13/05/2023;19:00;TAP JUV F;;FAMÕES_CA - ODIVELAS_SC;ESC. SEC. BRAAMCAAMP FREIRE;ION ANDRUSENCO;;;
1819;13/05/2023;15:00;TAP INF F;2ªFASE;VOLLEY_4A - CD_ALVERCA_V A;ESC. SEC. CASCAIS;JORGE REIS;;;
1959;13/05/2023;10:00;TAP INIC F;2ªFASE;EF_LENCASTRE A - ODIVELAS_SC A;ESC. FILIPA LENCASTRE;MADALENA PAIS;;;
2179;13/05/2023;17:00;CNMCAD;C;VC_SETÚBAL - LOUSÃ_VC;PAV. MUN. ARANGUÊS;PAULO DUQUE;;;
1929;13/05/2023;19:30;TAP INIC F;2ªFASE;LUSÓFONA_VC - CSJ_BRITO;PAV. PROF. TEOTÓNIO LIMA;PEDRO MATOS;;;
1990;13/05/2023;15:00;TAP INIC F;2ªFASE;ODIVELAS_SC B - PLAYSPORTS;ESC. SEC. BRAAMCAAMP FREIRE;PEDRO MOUTA;;;
2384;13/05/2023;15:00;CNMINI;C;CN_GINÁSTICA - CV_OEIRAS;COMPLEXO CNG;RODRIGO ANDRADE;;;
1442;13/05/2023;15:00;TAP JUV F;2ªFASE;AV_PRAIA - EF_LENCASTRE;PAV. MUN. JOÃO DOS SANTOS;RUI CASTANHEIRA;;;
2809;13/05/2023;15:00;CNMJUNB1;SU;SL_BENFICA - AMARES;ESC. JOSÉ CARDOSO PIRES;SAMUEL PATRÃO;;;
1946;13/05/2023;16:00;TAP INIC F;2ªFASE;CD_ALVERCA V - TC_ALCOCHETE;ESC. SEC. GAGO COUTINHO;SANDRA BENTES;;;
2116;14/05/2023;16:00;NSFII;SU;CF_BELENENSES - CR_PIEDENSE;PAV. ACÁCIO ROSA - RESTELO;ALEXANDRE RIBEIRO;DANIEL FERNANDES;;
1427;14/05/2023;14:00;TAP JUV F;2ªFASE;AD_MARISTA A - CR_PIEDENSE;EXT. MARISTAS DE LISBOA;ANDRÉ CARVALHO;;;
1931;14/05/2023;16:00;TAP INIC F;2ªFASE;AD_MARISTA A - LOBATOS_V A;EXT. MARISTAS DE LISBOA;ANDRÉ CARVALHO;;;
2064;14/05/2023;15:00;TAP SENIIIF;1ª FASE;VC_SETUBAL - FAMÕES_CA ;PAV. MUN. ARANGUÊS;CARLOS SILVA;;;
2076;14/05/2023;17:00;TAP SENIIIM;1ª FASE;VC_SETÚBAL - AV_PRAIA;PAV. MUN. ARANGUÊS;CARLOS SILVA;;;
1436;14/05/2023;15:00;TAP JUV F;2ªFASE;EF_LENCASTRE - AM_NOGUEIRA;ESC. FILIPA LENCASTRE;CARLOTA BRAGA;;;
2180;14/05/2023;17:00;CNMCAD;C;SPORTING_CP - SL_BENFICA;MULTIDESPORTIVO SCP;CAROLINA TAVARES;;;
1945;14/05/2023;19:00;TAP INIC F;2ªFASE;SPORTING_CP - CP_ARRUPE;MULTIDESPORTIVO SCP;CAROLINA TAVARES;;;
1930;14/05/2023;15:00;TAP INIC F;2ªFASE;SALES_LISB - ESTORIL_P;SALESIANOS DE LISBOA;CATARINA PEREIRA;;;
2058;14/05/2023;17:00;TAP SENIIIF;1ª FASE;SALES_LISB - EF_LENCASTRE;SALESIANOS DE LISBOA;CATARINA PEREIRA;;;
1808;14/05/2023;11:00;TAP INF F;2ªFASE;CR_PIEDENSE - GD_SESIMBRA;PAV. CR PIEDENSE;CATARINA RODRIGUES;;;
2631;14/05/2023;14:00;CNFINF;D;CF_BELENENSES - SPORTING_CP;PAV. ACÁCIO ROSA - RESTELO;DANIEL FERNANDES;;;
2316;14/05/2023;15:00;CNFCAD;D;AV_ATLÂNTICO - AC_ALBUFEIRA;COL. ATLÂNTICO;DIOGO SILVA;;;
1818;14/05/2023;17:00;TAP INF F;2ªFASE;AV_ATLÂNTICO - LOBATOS_V;COL. ATLÂNTICO;DIOGO SILVA;;;
1841;14/05/2023;11:00;TAP INF F;2ªFASE;CP_ARRUPE - GDS_CASCAIS;COL. PEDRO ARRUPE;ION ANDRUSENCO;;;
2611;14/05/2023;15:00;CNFINF;C;CP_ARRUPE - LUSÓFONA_VC;COL. PEDRO ARRUPE;ION ANDRUSENCO;;;
2117;14/05/2023;16:00;NSFII;SU;CN_GINÁSTICA - ALA_GONDOMAR;COMPLEXO CNG;MICHELLE FERREIRA;ANDRÉ CORREIA;;
2286;14/05/2023;15:00;CNFCAD;C;MTBA - VIV_ALMA;PAV. MTBA;PAULO DUQUE;;;
1960;14/05/2023;10:00;TAP INIC F;2ªFASE;AD_MARISTA B - GDS_CASCAIS;EXT. MARISTAS DE LISBOA;PEDRO MATOS;;;
2612;14/05/2023;12:00;CNFINF;C;AD_MARISTA - MADEIRA_T;EXT. MARISTAS DE LISBOA;PEDRO MATOS;;;
1855;14/05/2023;11:30;TAP INF F;2ªFASE;FAMÕES_CA B - GRC_BOM RETIRO;ESC. SEC. BRAAMCAAMP FREIRE;PEDRO MOUTA;;;
1944;14/05/2023;15:00;TAP INIC F;2ªFASE;FAMÕES_CA A - AV_PRAIA;ESC. SEC. BRAAMCAAMP FREIRE;PEDRO MOUTA;;;
2288;14/05/2023;15:00;CNFCAD;C;CSJ_BRITO - CV_OEIRAS;COL. SÃO JOÃO DE BRITO;RICARDO MADEIRA;;;
2490;14/05/2023;17:00;CNFINI;C;CSJ_BRITO - SL_BENFICA;COL. SÃO JOÃO DE BRITO;RICARDO MADEIRA;;;
2385;14/05/2023;12:00;CNMINI;C;SPORTING_CP - SC_CALDAS;MULTIDESPORTIVO SCP;RODRIGO ANDRADE;;;
2318;14/05/2023;15:00;CNFCAD;D;SPORTING_CP - CF_BELENENSES;MULTIDESPORTIVO SCP;RODRIGO ANDRADE;;;
1716;14/05/2023;16:00;TAP CAD F;2ªFASE;CDM_CARCAVELOS - CN_GINÁSTICA;COL. MARISTAS DE CARCAVELOS;RUI CASTANHEIRA;;;
1828;14/05/2023;18:00;TAP INF F;2ªFASE;CDM_CARCAVELOS - FAMÕES_CA A;COL. MARISTAS DE CARCAVELOS;RUI CASTANHEIRA;;;
2057;14/05/2023;16:00;TAP SENIIIF;1ª FASE;CV_LISBOA - ODIVELAS_SC;ESC. SOPHIA MELLO BREYNER;SAMUEL PATRÃO;;;
1933;15/05/2023;18:00;TAP INIC F;2ªFASE;CSJ_BRITO - SALES_LISB;COL. SÃO JOÃO DE BRITO;RODRIGO ANDRADE;;;
2059;18/05/2023;21:15;TAP SENIIIF;1ª FASE;ODIVELAS_SC - EF_LENCASTRE;ESC. SEC. BRAAMCAAMP FREIRE;DANIEL FERNANDES;;;
1928;19/05/2023;20:15;TAP INIC F;2ªFASE;CSJB - ADM A;COL. SÃO JOÃO DE BRITO;ANDRÉ CARVALHO;;;
2964;19/05/2023;18:00;JUV FEM;FF-AC;SL BENFI - VOL4ALL;PAV. DRAMÁTICO DE CASCAIS;ANDRÉ CORREIA;MICHELLE FERREIRA;GABRIELA RODRIGUES;
2962;19/05/2023;18:00;JUV FEM;FF-AC;CAS MAI - AD MACHICO;COMPLEXO CNG;DANIEL FERNANDES;MARIA FERREIRA;HUGO CRUZ;
2963;19/05/2023;21:00;JUV FEM;FF-AC;AJMOREI - CLUB K;COMPLEXO CNG;MARIA FERREIRA;DANIEL FERNANDES;HUGO CRUZ;
2965;19/05/2023;21:00;JUV FEM;FF-AC;MTORRES - LUSOFVC;PAV. DRAMÁTICO DE CASCAIS;MICHELLE FERREIRA;ANDRÉ CORREIA;GABRIELA RODRIGUES;
2968;20/05/2023;15:00;JUV FEM;FF-AC;VENC.2962 - VENC.2963;PAV. DRAMÁTICO DE CASCAIS;ALEXANDRE RIBEIRO;GONÇALO MONTEIRO;DANIEL FERNANDES;
2387;20/05/2023;15:00;CNMINI;C;CV_OEIRAS - SL_BENFICA;PAV. MUN. SÃO JULIÃO DA BARRA;ANDRÉ CORREIA;;;
1429;20/05/2023;17:00;TAP JUV F;2ªFASE;CV_OEIRAS - CF_BELENENSES;PAV. MUN. SÃO JULIÃO DA BARRA;ANDRÉ CORREIA;;;
2966;20/05/2023;10:00;JUV FEM;FF-AC;DER.2962 - DSER.2963;PAV. DRAMÁTICO DE CASCAIS;CARLOS SILVA;JORGE REIS;SAMUEL PATRÃO;
1730;20/05/2023;15:00;TAP CAD F;2ªFASE;CR_PIEDENSE - EF_LENCASTRE;PAV. CR PIEDENSE;CARLOTA BRAGA;;;
2066;20/05/2023;18:00;TAP SENIIIF;1ª FASE;AM_NOGUEIRA - VC_Setubal;ESC. SEC. DANIEL SAMPAIO;CATARINA RODRIGUES;;;
1446;20/05/2023;11:00;TAP JUV F;2ªFASE;AD_MARISTA B - AV_PRAIA;EXT. MARISTAS DE LISBOA;DANIEL BORGA;;;
1844;20/05/2023;15:00;TAP INF F;2ªFASE;GDS_CASCAIS - AD_MARISTA;EBS. CIDADELA;GABRIEL RIBEIRO;MICHELLE FERREIRA;;
2969;20/05/2023;18:00;JUV FEM;FF-AC;VENC.2964 - VENC.2965;PAV. DRAMÁTICO DE CASCAIS;GONÇALO MONTEIRO;ALEXANDRE RIBEIRO;DANIEL FERNANDES;
1734;20/05/2023;15:00;TAP CAD F;2ªFASE;AV_ATLÂNTICO - ODIVELAS_SC;COL. ATLÂNTICO;GONÇALO RAMOS;;;
1826;20/05/2023;17:30;TAP INF F;2ªFASE;VC_SETUBAL - CDM_CARCAVELOS;PAV. MUN. ARANGUÊS;INÊS MIGUEL;;;
1857;20/05/2023;15:00;TAP INF F;2ªFASE;CD_ALVERCA V B - LUSÓFONA_VC;ESC. SEC. GAGO COUTINHO;ION ANDRUSENCO;;;
1947;20/05/2023;17:00;TAP INIC F;2ªFASE;CD_ALVERCA V - FAMÕES_CA A;ESC. SEC. GAGO COUTINHO;ION ANDRUSENCO;;;
2967;20/05/2023;12:00;JUV FEM;FF-AC;DER.2964 - DER.2965;PAV. DRAMÁTICO DE CASCAIS;JORGE REIS;CARLOS SILVA;SAMUEL PATRÃO;
1457;20/05/2023;15:00;TAP JUV F;2ªFASE;FAMÕES_CA - RC_SANTARÉM;ESC. SEC. BRAAMCAAMP FREIRE;MARIANA CASTRO;;;
1963;20/05/2023;17:00;TAP INIC F;2ªFASE;ODIVELAS_SC A - AD_MARISTA B;ESC. SEC. BRAAMCAAMP FREIRE;MARIANA CASTRO;;;
2065;20/05/2023;17:00;TAP SENIIIF;1ª FASE;GDS_CASCAIS - FAMÕES_CA;EBS. CIDADELA;MICHELLE FERREIRA;;;
1978;20/05/2023;16:00;TAP INIC F;2ªFASE;GD_SESIMBRA - CF_BELENENSES B;PAV. MUNICIPAL SAMPAIO;PAULO DUQUE;;;
1977;20/05/2023;11:00;TAP INIC F;2ªFASE;EF_LENCASTRE B - SINTRA_V;ESC. FILIPA LENCASTRE;RODRIGO ANDRADE;;;
1725;21/05/2023;16:00;TAP CAD F;2ªFASE;CV_LISBOA - LOBATOS_V;ESC. SEC. CAMILO CASTELO BRANCO;ALEXANDRE RIBEIRO;;;
2060;21/05/2023;18:00;TAP SENIIIF;1ª FASE;CV_LISBOA - SALES_LISB;ESC. SEC. CAMILO CASTELO BRANCO;ALEXANDRE RIBEIRO;;;
2970;21/05/2023;10:00;JUV FEM;FF-AC;DER.2966 - DER.2967;PAV. DRAMÁTICO DE CASCAIS (7º/8ºCLAS);ANDRÉ CORREIA;JORGE REIS;MADALENA PAIS;
1948;21/05/2023;15:00;TAP INIC F;2ªFASE;AV_PRAIA - SPORTING_CP;PAV. MUN. JOÃO DOS SANTOS;CARLOS SILVA;;;
2077;21/05/2023;18:00;TAP SENIIIM;1ª FASE;AV_PRAIA - FAMÕES_CA;PAV. MUN. JOÃO DOS SANTOS;CARLOS SILVA;;;
1979;21/05/2023;11:00;TAP INIC F;2ªFASE;CR_PIEDENESE - CF_BELENENSES A;PAV. CR PIEDENSE;CARLOTA BRAGA;;;
2511;21/05/2023;15:00;CNFINI;D;LUSÓFONA_VC - SINTRA_V;PAV. PROF. TEOTÓNIO LIMA;CATARINA PEREIRA;;;
2614;21/05/2023;17:00;CNFINF;C;LUSÓFONA_VC - AD_MARISTA;PAV. PROF. TEOTÓNIO LIMA;CATARINA PEREIRA;;;
2492;21/05/2023;15:00;CNFINI;C;CR_PIEDENSE - CSJ_BRITO;PAV. CR PIEDENSE;CATARINA RODRIGUES;;;
1430;21/05/2023;17:00;TAP JUV F;2ªFASE;CR_PIEDENSE - GDS_CASCAIS;PAV. CR PIEDENSE;CATARINA RODRIGUES;;;
2889;21/05/2023;15:00;NSFIII;.;MARINHE - CVAVEIR;PAV.ESC.NERY CAPUCHO-M. GRANDE;DANIEL FERNANDES;A NOMEAR;;
1810;21/05/2023;11:00;TAP INF F;2ªFASE;ESM_TORRES - CR_PIEDENSE;ESC. SEC. MADEIRA TORRES;DANIEL FONSECA;;;
2634;21/05/2023;15:00;CNFINF;D;SPORTING_CP - CV_OEIRAS;MULTIDESPORTIVO SCP;GABRIELA RODRIGUES;;;
2512;21/05/2023;17:00;CNFINI;D;SPORTING_CP - CV_OEIRAS;MULTIDESPORTIVO SCP;GABRIELA RODRIGUES;;;
1932;21/05/2023;15:00;TAP INIC F;2ªFASE;AD_MARISTA A - LUSÓFONA_VC;EXT. MARISTAS DE LISBOA;GABRIELA SANTOS;;;
1994;21/05/2023;15:00;TAP INIC F;2ªFASE;CDM_CARCAVELOS - PLAYSPORTS;COL. MARISTAS DE CARCAVELOS;GONÇALO RAMOS;;;
1719;21/05/2023;17:00;TAP CAD F;2ªFASE;CDM_CARCAVELOS - GDS_CASCAIS;COL. MARISTAS DE CARCAVELOS;GONÇALO RAMOS;;;
1724;21/05/2023;15:00;TAP CAD F;2ªFASE;SALES_LISB - SC_TORRES;SALESIANOS DE LISBOA;HUGO CRUZ;;;
1456;21/05/2023;11:00;TAP JUV F;2ªFASE;ESM_TORRES - PIONEIROS_L;ESC. SEC. MADEIRA TORRES;INêS PEREIRA;;;
1858;21/05/2023;15:00;TAP INF F;2ªFASE;CN_GINÁSTICA B - FAMÕES_CA B;COMPLEXO CNG;ION ANDRUSENCO;;;
1809;21/05/2023;17:00;TAP INF F;2ªFASE;CN_GINÁSTICA A - SINTRA_V;COMPLEXO CNG;ION ANDRUSENCO;;;
2971;21/05/2023;12:00;JUV FEM;FF-AC;VENC.2966 - VENC.2967;PAV. DRAMÁTICO DE CASCAIS (5º/6ºCLAS);JORGE REIS;ANDRÉ CORREIA;MADALENA PAIS;
2629;21/05/2023;11:00;CNFINF;D;SL_BENFICA - CF_BELENENSES;PAV. MESQUITA DE LISBOA;LEONOR CRUZ;;;
2973;21/05/2023;18:00;JUV FEM;FF-AC;VENC.2968 - VENC.2969;PAV. DRAMÁTICO DE CASCAIS (1º/2ºCLAS);MARIA FERREIRA;SOFIA COSTA;MICHELLE FERREIRA;
1445;21/05/2023;15:00;TAP JUV F;2ªFASE;EF_LENCASTRE - GC_PORTUGUÊS;ESC. FILIPA LENCASTRE;MARIA JOÃO;;;
1820;21/05/2023;17:00;TAP INF F;2ªFASE;EF_LENCASTRE - AV_ATLÂNTICO;ESC. FILIPA LENCASTRE;MARIA JOÃO;;;
1842;21/05/2023;15:30;TAP INF F;2ªFASE;CP_ARRUPE - AD_MARISTA;COL. PEDRO ARRUPE;PAULO DUQUE;;;
1444;21/05/2023;18:00;TAP JUV F;2ªFASE;CP_ARRUPE - AM_NOGUEIRA;COL. PEDRO ARRUPE;PAULO DUQUE;;;
2693;21/05/2023;17:00;CNMINF;C;SL_BENFICA - CV_OEIRAS;EST. UNIVERSITÁRIO - PAV 1;PEDRO MATOS;;;
2491;21/05/2023;11:30;CNFINI;C;CF_BELENENSES - SL_BENFICA;PAV. ACÁCIO ROSA;SAMUEL PATRÃO;;;
2972;21/05/2023;15:00;JUV FEM;FF-AC;DER.2968 - DER.2969;PAV. DRAMÁTICO DE CASCAIS (3º/4ºCLAS);SOFIA COSTA;MARIA FERREIRA;MICHELLE FERREIRA;
1734;25/05/2023;20:00;TAP CAD F;2ªFASE;AV_ATLÂNTICO - ODIVELAS_SC;COL. ATLÂNTICO;LEA SILVESTRE;;;
2067;25/05/2023;21:15;TAP SENFIII;1/2F;ODIVELAS_SC - VC_Setubal;ESC. SEC. BRAAMCAAMP FREIRE;MARIA FERREIRA;;;
1832;26/05/2023;19:30;TAP INF F;2ªFASE;CSJ_BRITO B - CSJ_BRITO A;COL. SÃO JOÃO DE BRITO;RODRIGO ANDRADE;;;
2080;27/05/2023;16:00;TAP SENIIIM;1ª FASE;AV_PRAIA - VC_SETUBAL;PAV. MUN. JOÃO DOS SANTOS;ALEXANDRE RIBEIRO;;;
1834;27/05/2023;17:00;TAP INF F;2ªFASE;CDM_CARCAVELOS - CSJ_BRITO B;COL. MARISTAS DE CARCAVELOS;ANDRÉ CARVALHO;;;
1433;27/05/2023;15:00;TAP JUV F;2ªFASE;GDS_CASCAIS - GD_SESIMBRA;PAV. GUILHERME PINTO BASTO;ANDRÉ CORREIA;;;
1449;27/05/2023;15:00;TAP JUV F;2ªFASE;AM_NOGUEIRA - AV_PRAIA;ESC. SEC. DANIEL SAMPAIO;CATARINA RODRIGUES;;;
2079;27/05/2023;19:15;TAP SENIIIM;1ª FASE;FAMÕES_CA - VC_SETUBAL;PAV. MUN. SUSANA BARROSO;DANIEL FERNANDES;;;
1370;27/05/2023;15:00;TAP JUNIOR;2ªFASE;SC_TORRES - AM_NOGUEIRA;PAV. SC TORRES;DANIEL FONSECA;;;
1966;27/05/2023;17:00;TAP INIC F;2ªFASE;AD_MARISTA B - LOBATOS_V B;EXT. MARISTAS DE LISBOA;GABRIEL RIBEIRO;;;
2636;27/05/2023;10:00;CNFINF;D;SLB - SCP;PAV. Nº2 - ESTÁDIO SLB;HUGO CRUZ;;;
1434;27/05/2023;11:30;TAP JUV F;2ªFASE;CF_BELENENSES - AD_MARISTA A;PAV. ACÁCIO ROSA;MARIA FERREIRA;;;
1965;27/05/2023;10:00;TAP INIC F;2ªFASE;EF_LENCASTRE A - VC_SETUBAL;ESC. FILIPA LENCASTRE;MARIANA CASTRO;;;
1996;27/05/2023;15:00;TAP INIC F;2ªFASE;ODIVELAS_SC B - RCS;ESC. SEC. BRAAMCAAMP FREIRE;MARTA PAULA;;;
1822;27/05/2023;15:00;TAP INF F;2ªFASE;VOLLEY_4A - EF_LENCASTRE;ESC. SEC. CASCAIS;MICHELLE FERREIRA;;;
1377;27/05/2023;19:00;TAP JUNIOR;2ªFASE;FAMÕES_CA B - CV_LISBOA;ESC. SEC. BRAAMCAAMP FREIRE;PAULO DUQUE;;;
1862;27/05/2023;15:00;TAP INF F;2ªFASE;GRC_ BOM RETIRO - CN_GINÁSTICA B;ESC. SEC. REYNALDO DOS SANTOS;PAULO DUQUE;;;
1951;27/05/2023;17:00;TAP INIC F;2ªFASE;SPORTING_CP - CD_ALVERCA V;MULTIDESPORTIVO SCP;PEDRO MATOS;;;
1847;27/05/2023;19:00;TAP INF F;2ªFASE;SPORTING_CP - SC_CALDAS;MULTIDESPORTIVO SCP;PEDRO MATOS;;;
2691;27/05/2023;19:00;CNMINF;C;CVO - SOM;PAV. MUN. SÃO JULIÃO DA BARRA;RODRIGO ANDRADE;;;
1812;27/05/2023;14:30;TAP INF F;2ªFASE;GD_SESIMBRA - ESM_TORRES;PAV. MUN. SAMPAIO;RUI CASTANHEIRA;;;
1978;27/05/2023;16:30;TAP INIC F;2ªFASE;GD_SESIMBRA - CF_BELENENSES B;PAV. MUN. SAMPAIO;RUI CASTANHEIRA;;;
